time_entry_id,employee_id,pm_project_id,work_date,cost_code,regular_hours,overtime_hours,approval_status,posted_to_payroll
T-000032,E-002,PC-7712,2026-04-07,260100,8.0,0.0,approved,True
T-000033,E-002,PC-7712,2026-04-08,260100,8.0,0.0,approved,True
T-000034,E-002,PC-7712,2026-04-09,260100,8.0,0.0,approved,True
T-000035,E-002,PC-7712,2026-04-10,260100,8.0,0.0,approved,True
T-000036,E-002,PC-7712,2026-04-11,260100,8.0,0.0,approved,True
T-000037,E-002,PC-7712,2026-04-13,260100,8.0,0.0,approved,True
T-000038,E-002,PC-7712,2026-04-14,260100,8.0,0.0,approved,True
T-000039,E-002,PC-7712,2026-04-15,260100,8.0,0.0,approved,True
T-000040,E-002,PC-7712,2026-04-16,260100,8.0,0.0,approved,True
T-000041,E-002,PC-7712,2026-04-17,260100,8.0,0.0,approved,True
T-000042,E-002,PC-7712,2026-04-18,260100,8.0,0.0,approved,True
T-000043,E-002,PC-7712,2026-04-20,260100,8.0,0.0,approved,True
T-000044,E-002,PC-7712,2026-04-21,260100,8.0,0.0,approved,True
T-000045,E-002,PC-7712,2026-04-22,260100,8.0,0.0,approved,True
T-000046,E-002,PC-7712,2026-04-23,260100,8.0,0.0,approved,True
T-000047,E-002,PC-7712,2026-04-24,260100,8.0,0.0,approved,True
T-000048,E-002,PC-7712,2026-04-25,260100,8.0,0.0,approved,True
T-000049,E-002,PC-7712,2026-04-27,260100,8.0,0.0,approved,True
T-000050,E-002,PC-7712,2026-04-28,260100,8.0,0.0,approved,True
T-000051,E-002,PC-7712,2026-04-29,260100,8.0,0.0,approved,True
T-000052,E-002,PC-7712,2026-04-30,260100,8.0,0.0,approved,True
T-000053,E-003,PC-7712,2026-04-01,260100,8.0,0.0,approved,True
T-000054,E-003,PC-7712,2026-04-02,260100,8.0,0.0,approved,True
T-000055,E-003,PC-7712,2026-04-03,260100,8.0,0.0,approved,True
T-000056,E-003,PC-7712,2026-04-04,260100,8.0,0.0,approved,True
T-000057,E-003,PC-7712,2026-04-06,260100,8.0,0.0,approved,True
T-000058,E-003,PC-7712,2026-04-07,260100,8.0,0.0,approved,True
T-000059,E-003,PC-7712,2026-04-08,260100,8.0,0.0,approved,True
T-000060,E-003,PC-7712,2026-04-09,260100,8.0,0.0,approved,True
T-000061,E-003,PC-7712,2026-04-10,260100,8.0,0.0,approved,True
T-000062,E-003,PC-7712,2026-04-11,260100,8.0,0.0,approved,True
T-000063,E-003,PC-7712,2026-04-13,260100,8.0,0.0,approved,True
T-000064,E-003,PC-7712,2026-04-14,260100,8.0,0.0,approved,True
T-000065,E-003,PC-7712,2026-04-15,260100,8.0,0.0,approved,True
T-000066,E-003,PC-7712,2026-04-16,260100,8.0,0.0,approved,True
T-000067,E-003,PC-7712,2026-04-17,260100,8.0,0.0,approved,True
T-000068,E-003,PC-7712,2026-04-18,260100,8.0,0.0,approved,True
T-000069,E-003,PC-7712,2026-04-20,260100,8.0,0.0,approved,True
T-000070,E-003,PC-7712,2026-04-21,260100,8.0,0.0,approved,True
T-000071,E-003,PC-7712,2026-04-22,260100,8.0,0.0,approved,True
T-000072,E-003,PC-7712,2026-04-23,260100,8.0,0.0,approved,True
T-000073,E-003,PC-7712,2026-04-24,260100,8.0,0.0,approved,True
T-000074,E-003,PC-7712,2026-04-25,260100,8.0,0.0,approved,True
T-000075,E-003,PC-7712,2026-04-27,260100,8.0,0.0,approved,True
T-000076,E-003,PC-7712,2026-04-28,260100,8.0,0.0,approved,True
T-000077,E-003,PC-7712,2026-04-29,260100,8.0,0.0,approved,True
T-000078,E-003,PC-7712,2026-04-30,260100,8.0,0.0,approved,True
T-000079,E-004,PC-7712,2026-04-01,260100,8.0,0.0,approved,True
T-000080,E-004,PC-7712,2026-04-02,260100,7.0,0.0,approved,True
T-000081,E-001,PC-7712,2026-04-03,260200,1.2,-0.0,approved,True
T-000082,E-001,PC-7712,2026-04-04,260200,4.0,0.0,approved,True
T-000083,E-001,PC-7712,2026-04-06,260200,4.0,0.0,approved,True
T-000084,E-001,PC-7712,2026-04-07,260200,4.0,0.0,approved,True
T-000085,E-001,PC-7712,2026-04-08,260200,4.0,0.0,approved,True
T-000086,E-001,PC-7712,2026-04-09,260200,4.0,0.0,approved,True
T-000087,E-001,PC-7712,2026-04-10,260200,4.0,0.0,approved,True
T-000088,E-001,PC-7712,2026-04-11,260200,4.0,0.0,approved,True
T-000089,E-001,PC-7712,2026-04-13,260200,4.0,0.0,approved,True
T-000090,E-001,PC-7712,2026-04-14,260200,4.0,0.0,approved,True
T-000091,E-001,PC-7712,2026-04-15,260200,4.0,0.0,approved,True
T-000092,E-001,PC-7712,2026-04-16,260200,4.0,0.0,approved,True
T-000093,E-001,PC-7712,2026-04-17,260200,4.0,0.0,approved,True
T-000094,E-001,PC-7712,2026-04-18,260200,4.0,0.0,approved,True
T-000095,E-001,PC-7712,2026-04-20,260200,4.0,0.0,approved,True
T-000096,E-001,PC-7712,2026-04-21,260200,4.0,0.0,approved,True
T-000097,E-001,PC-7712,2026-04-22,260200,4.0,0.0,approved,True
T-000098,E-001,PC-7712,2026-04-23,260200,4.0,0.0,approved,True
T-000099,E-001,PC-7712,2026-04-24,260200,4.0,0.0,approved,True
T-000100,E-001,PC-7712,2026-04-25,260200,4.0,0.0,approved,True
T-000101,E-001,PC-7712,2026-04-27,260200,4.0,0.0,approved,True
T-000102,E-001,PC-7712,2026-04-28,260200,4.0,0.0,approved,True
T-000103,E-001,PC-7712,2026-04-29,260200,4.0,0.0,approved,True
T-000104,E-001,PC-7712,2026-04-30,260200,4.0,0.0,approved,True
T-000105,E-002,PC-7712,2026-04-01,260200,4.0,0.0,approved,True
T-000106,E-002,PC-7712,2026-04-02,260200,4.0,0.0,approved,True
T-000107,E-002,PC-7712,2026-04-03,260200,4.0,0.0,approved,True
T-000108,E-002,PC-7712,2026-04-04,260200,4.0,0.0,approved,True
T-000109,E-002,PC-7712,2026-04-06,260200,4.0,0.0,approved,True
T-000110,E-002,PC-7712,2026-04-07,260200,4.0,0.0,approved,True
T-000111,E-002,PC-7712,2026-04-08,260200,4.0,0.0,approved,True
T-000112,E-002,PC-7712,2026-04-09,260200,4.0,0.0,approved,True
T-000113,E-002,PC-7712,2026-04-10,260200,4.0,0.0,approved,True
T-000114,E-002,PC-7712,2026-04-11,260200,4.0,0.0,approved,True
T-000115,E-002,PC-7712,2026-04-13,260200,4.0,0.0,approved,True
T-000116,E-002,PC-7712,2026-04-14,260200,4.0,0.0,approved,True
T-000117,E-002,PC-7712,2026-04-15,260200,4.0,0.0,approved,True
T-000118,E-002,PC-7712,2026-04-16,260200,4.0,0.0,approved,True
T-000119,E-002,PC-7712,2026-04-17,260200,4.0,0.0,approved,True
T-000120,E-002,PC-7712,2026-04-18,260200,4.0,0.0,approved,True
T-000121,E-002,PC-7712,2026-04-20,260200,4.0,0.0,approved,True
T-000122,E-002,PC-7712,2026-04-21,260200,4.0,0.0,approved,True
T-000123,E-002,PC-7712,2026-04-22,260200,4.0,0.0,approved,True
T-000124,E-002,PC-7712,2026-04-23,260200,4.0,0.0,approved,True
T-000125,E-002,PC-7712,2026-04-24,260200,4.0,0.0,approved,True
T-000126,E-002,PC-7712,2026-04-25,260200,4.0,0.0,approved,True
T-000127,E-002,PC-7712,2026-04-27,260200,4.0,0.0,approved,True
T-000128,E-002,PC-7712,2026-04-28,260200,4.0,0.0,approved,True
T-000129,E-002,PC-7712,2026-04-29,260200,4.0,0.0,approved,True
T-000130,E-002,PC-7712,2026-04-30,260200,4.0,0.0,approved,True
T-000131,E-003,PC-7712,2026-04-01,260200,4.0,0.0,approved,True
T-000132,E-003,PC-7712,2026-04-02,260200,4.0,0.0,approved,True
T-000133,E-003,PC-7712,2026-04-03,260200,4.0,0.0,approved,True
T-000134,E-003,PC-7712,2026-04-04,260200,4.0,0.0,approved,True
T-000135,E-003,PC-7712,2026-04-06,260200,4.0,0.0,approved,True
T-000136,E-003,PC-7712,2026-04-07,260200,4.0,0.0,approved,True
T-000137,E-003,PC-7712,2026-04-08,260200,4.0,0.0,approved,True
T-000138,E-003,PC-7712,2026-04-09,260200,4.0,0.0,approved,True
T-000139,E-003,PC-7712,2026-04-10,260200,4.0,0.0,approved,True
T-000140,E-003,PC-7712,2026-04-11,260200,4.0,0.0,approved,True
T-000141,E-003,PC-7712,2026-04-13,260200,4.0,0.0,approved,True
T-000142,E-003,PC-7712,2026-04-14,260200,4.0,0.0,approved,True
T-000143,E-003,PC-7712,2026-04-15,260200,4.0,0.0,approved,True
T-000144,E-003,PC-7712,2026-04-16,260200,4.0,0.0,approved,True
T-000145,E-003,PC-7712,2026-04-17,260200,4.0,0.0,approved,True
T-000146,E-003,PC-7712,2026-04-18,260200,4.0,0.0,approved,True
T-000147,E-003,PC-7712,2026-04-20,260200,4.0,0.0,approved,True
T-000148,E-003,PC-7712,2026-04-21,260200,4.0,0.0,approved,True
T-000149,E-003,PC-7712,2026-04-22,260200,4.0,0.0,approved,True
T-000150,E-003,PC-7712,2026-04-23,260200,4.0,0.0,approved,True
T-000151,E-003,PC-7712,2026-04-24,260200,4.0,0.0,approved,True
T-000152,E-003,PC-7712,2026-04-25,260200,4.0,0.0,approved,True
T-000153,E-003,PC-7712,2026-04-27,260200,4.0,0.0,approved,True
T-000154,E-003,PC-7712,2026-04-28,260200,4.0,0.0,approved,True
T-000155,E-003,PC-7712,2026-04-29,260200,4.0,0.0,approved,True
T-000156,E-003,PC-7712,2026-04-30,260200,4.0,0.0,approved,True
T-000157,E-004,PC-7712,2026-04-01,260200,4.0,0.0,approved,True
T-000158,E-004,PC-7712,2026-04-02,260200,5.0,0.0,approved,True
T-000159,E-004,PC-7712,2026-04-03,260200,8.0,4.0,approved,True
T-000160,E-004,PC-7712,2026-04-04,260200,8.0,4.0,approved,True
T-000161,E-004,PC-7712,2026-04-06,260200,8.0,4.0,approved,True
T-000162,E-004,PC-7712,2026-04-07,260200,8.0,4.0,approved,True
T-000163,E-004,PC-7712,2026-04-08,260200,8.0,4.0,approved,True
T-000164,E-004,PC-7712,2026-04-09,260200,8.0,4.0,approved,True
T-000165,E-004,PC-7712,2026-04-10,260200,8.0,4.0,approved,True
T-000166,E-004,PC-7712,2026-04-11,260200,8.0,4.0,approved,True
T-000167,E-004,PC-7712,2026-04-13,260200,8.0,3.9,approved,True
T-000168,E-004,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000169,E-004,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000170,E-004,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000171,E-004,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000172,E-004,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000173,E-004,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000174,E-004,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000175,E-004,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000176,E-004,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000177,E-004,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000178,E-004,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000179,E-004,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000180,E-004,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000181,E-004,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000182,E-004,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000183,E-005,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000184,E-005,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000185,E-005,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000186,E-005,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000187,E-005,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000188,E-005,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000189,E-005,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000190,E-005,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000191,E-005,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000192,E-005,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000193,E-005,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000194,E-005,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000195,E-005,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000196,E-005,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000197,E-005,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000198,E-005,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000199,E-005,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000200,E-005,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000201,E-005,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000202,E-005,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000203,E-005,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000204,E-005,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000205,E-005,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000206,E-005,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000207,E-005,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000208,E-005,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000209,E-006,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000210,E-006,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000211,E-006,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000212,E-006,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000213,E-006,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000214,E-006,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000215,E-006,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000216,E-006,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000217,E-006,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000218,E-006,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000219,E-006,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000220,E-006,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000221,E-006,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000222,E-006,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000223,E-006,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000224,E-006,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000225,E-006,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000226,E-006,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000227,E-006,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000228,E-006,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000229,E-006,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000230,E-006,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000231,E-006,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000232,E-006,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000233,E-006,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000234,E-006,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000235,E-007,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000236,E-007,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000237,E-007,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000238,E-007,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000239,E-007,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000240,E-007,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000241,E-007,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000242,E-007,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000243,E-007,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000244,E-007,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000245,E-007,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000246,E-007,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000247,E-007,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000248,E-007,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000249,E-007,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000250,E-007,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000251,E-007,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000252,E-007,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000253,E-007,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000254,E-007,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000255,E-007,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000256,E-007,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000257,E-007,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000258,E-007,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000259,E-007,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000260,E-007,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000261,E-008,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000262,E-008,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000263,E-008,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000264,E-008,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000265,E-008,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000266,E-008,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000267,E-008,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000268,E-008,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000269,E-008,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000270,E-008,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000271,E-008,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000272,E-008,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000273,E-008,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000274,E-008,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000275,E-008,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000276,E-008,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000277,E-008,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000278,E-008,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000279,E-008,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000280,E-008,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000281,E-008,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000282,E-008,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000283,E-008,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000284,E-008,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000285,E-008,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000286,E-008,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000287,E-009,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000288,E-009,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000289,E-009,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000290,E-009,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000291,E-009,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000292,E-009,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000293,E-009,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000294,E-009,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000295,E-009,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000296,E-009,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000297,E-009,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000298,E-009,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000299,E-009,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000300,E-009,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000301,E-009,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000302,E-009,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000303,E-009,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000304,E-009,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000305,E-009,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000306,E-009,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000307,E-009,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000308,E-009,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000309,E-009,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000310,E-009,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000311,E-009,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000312,E-009,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000313,E-010,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000314,E-010,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000315,E-010,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000316,E-010,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000317,E-010,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000318,E-010,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000319,E-010,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000320,E-010,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000321,E-010,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000322,E-010,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000323,E-010,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000324,E-010,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000325,E-010,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000326,E-010,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000327,E-010,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000328,E-010,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000329,E-010,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000330,E-010,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000331,E-010,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000332,E-010,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000333,E-010,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000334,E-010,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000335,E-010,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000336,E-010,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000337,E-010,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000338,E-010,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000339,E-011,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
T-000340,E-011,PC-7712,2026-04-02,260200,8.0,0.0,approved,True
T-000341,E-011,PC-7712,2026-04-03,260200,8.0,0.0,approved,True
T-000342,E-011,PC-7712,2026-04-04,260200,8.0,0.0,approved,True
T-000343,E-011,PC-7712,2026-04-06,260200,8.0,0.0,approved,True
T-000344,E-011,PC-7712,2026-04-07,260200,8.0,0.0,approved,True
T-000345,E-011,PC-7712,2026-04-08,260200,8.0,0.0,approved,True
T-000346,E-011,PC-7712,2026-04-09,260200,8.0,0.0,approved,True
T-000347,E-011,PC-7712,2026-04-10,260200,8.0,0.0,approved,True
T-000348,E-011,PC-7712,2026-04-11,260200,8.0,0.0,approved,True
T-000349,E-011,PC-7712,2026-04-13,260200,8.0,0.0,approved,True
T-000350,E-011,PC-7712,2026-04-14,260200,8.0,0.0,approved,True
T-000351,E-011,PC-7712,2026-04-15,260200,8.0,0.0,approved,True
T-000352,E-011,PC-7712,2026-04-16,260200,8.0,0.0,approved,True
T-000353,E-011,PC-7712,2026-04-17,260200,8.0,0.0,approved,True
T-000354,E-011,PC-7712,2026-04-18,260200,8.0,0.0,approved,True
T-000355,E-011,PC-7712,2026-04-20,260200,8.0,0.0,approved,True
T-000356,E-011,PC-7712,2026-04-21,260200,8.0,0.0,approved,True
T-000357,E-011,PC-7712,2026-04-22,260200,8.0,0.0,approved,True
T-000358,E-011,PC-7712,2026-04-23,260200,8.0,0.0,approved,True
T-000359,E-011,PC-7712,2026-04-24,260200,8.0,0.0,approved,True
T-000360,E-011,PC-7712,2026-04-25,260200,8.0,0.0,approved,True
T-000361,E-011,PC-7712,2026-04-27,260200,8.0,0.0,approved,True
T-000362,E-011,PC-7712,2026-04-28,260200,8.0,0.0,approved,True
T-000363,E-011,PC-7712,2026-04-29,260200,8.0,0.0,approved,True
T-000364,E-011,PC-7712,2026-04-30,260200,8.0,0.0,approved,True
T-000365,E-012,PC-7712,2026-04-01,260200,8.0,0.0,approved,True
